league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
English Premier League,2023-08-11T19:00Z,Burnley,Manchester City,Manchester City,0.0,3.0,0.0 - 3.0,Turf Moor,21572,5400.0 + 540.0
English Premier League,2024-05-05T13:00Z,Chelsea,West Ham United,Chelsea,5.0,0.0,5.0 - 0.0,Stamford Bridge,39295,5400.0 + 360.0
English Premier League,2024-04-27T11:30Z,West Ham United,Liverpool,Draw,2.0,2.0,2.0 - 2.0,London Stadium,62474,5400.0 + 360.0
English Premier League,2024-04-21T14:00Z,Crystal Palace,West Ham United,Crystal Palace,5.0,2.0,5.0 - 2.0,Selhurst Park,25145,5400.0 + 420.0
English Premier League,2024-04-14T13:00Z,West Ham United,Fulham,Fulham,0.0,2.0,0.0 - 2.0,London Stadium,62459,5400.0 + 780.0
English Premier League,2024-04-06T14:00Z,Wolverhampton Wanderers,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Molineux Stadium,31504,5400.0 + 840.0
English Premier League,2024-04-02T19:15Z,West Ham United,Tottenham Hotspur,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62469,5400.0 + 300.0
English Premier League,2024-03-30T12:30Z,Newcastle United,West Ham United,Newcastle United,4.0,3.0,4.0 - 3.0,St. James' Park,52199,5400.0 + 660.0
English Premier League,2024-03-17T14:00Z,West Ham United,Aston Villa,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62461,5400.0 + 840.0
English Premier League,2024-03-10T14:00Z,West Ham United,Burnley,Draw,2.0,2.0,2.0 - 2.0,London Stadium,62441,5400.0 + 540.0
English Premier League,2024-03-02T15:00Z,Everton,West Ham United,West Ham United,1.0,3.0,1.0 - 3.0,Goodison Park,39262,5400.0 + 540.0
English Premier League,2024-02-26T20:00Z,West Ham United,Brentford,West Ham United,4.0,2.0,4.0 - 2.0,London Stadium,62450,5400.0 + 480.0
English Premier League,2024-02-17T15:00Z,Nottingham Forest,West Ham United,Nottingham Forest,2.0,0.0,2.0 - 0.0,The City Ground,29490,5400.0 + 420.0
English Premier League,2024-02-11T14:00Z,West Ham United,Arsenal,Arsenal,0.0,6.0,0.0 - 6.0,London Stadium,62474,5400.0 + 240.0
English Premier League,2024-02-04T14:00Z,Manchester United,West Ham United,Manchester United,3.0,0.0,3.0 - 0.0,Old Trafford,73612,5400.0 + 420.0
English Premier League,2024-02-01T19:30Z,West Ham United,AFC Bournemouth,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62451,5400.0 + 540.0
English Premier League,2024-01-21T14:00Z,Sheffield United,West Ham United,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,29164,5400.0 + 840.0
English Premier League,2024-01-02T19:30Z,West Ham United,Brighton & Hove Albion,Draw,0.0,0.0,0.0 - 0.0,London Stadium,62462,5400.0 + 360.0
English Premier League,2023-12-28T20:15Z,Arsenal,West Ham United,West Ham United,0.0,2.0,0.0 - 2.0,Emirates Stadium,60261,5400.0 + 360.0
English Premier League,2023-12-23T12:30Z,West Ham United,Manchester United,West Ham United,2.0,0.0,2.0 - 0.0,London Stadium,64472,5400.0 + 420.0
English Premier League,2023-12-17T14:00Z,West Ham United,Wolverhampton Wanderers,West Ham United,3.0,0.0,3.0 - 0.0,London Stadium,62455,5400.0 + 480.0
English Premier League,2023-12-10T14:00Z,Fulham,West Ham United,Fulham,5.0,0.0,5.0 - 0.0,Craven Cottage,23988,5400.0 + 360.0
English Premier League,2023-12-07T20:15Z,Tottenham Hotspur,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Tottenham Hotspur Stadium,60733,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,West Ham United,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62459,5400.0 + 420.0
English Premier League,2023-11-25T15:00Z,Burnley,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Turf Moor,21319,5400.0 + 540.0
English Premier League,2023-11-12T14:00Z,West Ham United,Nottingham Forest,West Ham United,3.0,2.0,3.0 - 2.0,London Stadium,62470,5400.0 + 540.0
English Premier League,2023-11-04T15:00Z,Brentford,West Ham United,Brentford,3.0,2.0,3.0 - 2.0,Gtech Community Stadium,17103,5400.0 + 360.0
English Premier League,2023-10-29T13:00Z,West Ham United,Everton,Everton,0.0,1.0,0.0 - 1.0,London Stadium,62469,5400.0 + 420.0
English Premier League,2023-10-22T15:30Z,Aston Villa,West Ham United,Aston Villa,4.0,1.0,4.0 - 1.0,Villa Park,41734,5400.0 + 480.0
English Premier League,2023-10-08T13:00Z,West Ham United,Newcastle United,Draw,2.0,2.0,2.0 - 2.0,London Stadium,0,5400.0 + 480.0
English Premier League,2023-09-30T14:00Z,West Ham United,Sheffield United,West Ham United,2.0,0.0,2.0 - 0.0,London Stadium,62459,5400.0 + 480.0
English Premier League,2023-09-24T13:00Z,Liverpool,West Ham United,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,50136,5400.0 + 360.0
English Premier League,2023-09-16T14:00Z,West Ham United,Manchester City,Manchester City,1.0,3.0,1.0 - 3.0,London Stadium,62475,5400.0 + 420.0
English Premier League,2023-09-01T19:00Z,Luton Town,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Kenilworth Road,10802,5400.0 + 420.0
English Premier League,2023-08-26T16:30Z,Brighton & Hove Albion,West Ham United,West Ham United,1.0,3.0,1.0 - 3.0,American Express Stadium,31508,5400.0 + 420.0
English Premier League,2023-08-20T15:30Z,West Ham United,Chelsea,West Ham United,3.0,1.0,3.0 - 1.0,London Stadium,62470,5400.0 + 480.0
English Premier League,2023-08-12T14:00Z,AFC Bournemouth,West Ham United,Draw,1.0,1.0,1.0 - 1.0,Vitality Stadium,0,5400.0 + 420.0
English Premier League,2024-05-05T15:30Z,Liverpool,Tottenham Hotspur,Liverpool,4.0,2.0,4.0 - 2.0,Anfield,0,5400.0 + 480.0
English Premier League,2024-05-02T18:30Z,Chelsea,Tottenham Hotspur,Chelsea,2.0,0.0,2.0 - 0.0,Stamford Bridge,0,5400.0 + 420.0
English Premier League,2024-04-28T13:00Z,Tottenham Hotspur,Arsenal,Arsenal,2.0,3.0,2.0 - 3.0,Tottenham Hotspur Stadium,61554,5400.0 + 420.0
English Premier League,2024-04-13T11:30Z,Newcastle United,Tottenham Hotspur,Newcastle United,4.0,0.0,4.0 - 0.0,St. James' Park,52206,5400.0 + 360.0
English Premier League,2024-04-07T17:00Z,Tottenham Hotspur,Nottingham Forest,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61098,5400.0 + 420.0
English Premier League,2024-04-02T19:15Z,West Ham United,Tottenham Hotspur,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62469,5400.0 + 300.0
English Premier League,2024-03-30T15:00Z,Tottenham Hotspur,Luton Town,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61534,5400.0 + 600.0
English Premier League,2024-03-16T17:30Z,Fulham,Tottenham Hotspur,Fulham,3.0,0.0,3.0 - 0.0,Craven Cottage,24410,5400.0 + 480.0
English Premier League,2024-03-10T13:00Z,Aston Villa,Tottenham Hotspur,Tottenham Hotspur,0.0,4.0,0.0 - 4.0,Villa Park,42310,5400.0 + 660.0
English Premier League,2024-03-02T15:00Z,Tottenham Hotspur,Crystal Palace,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61339,5400.0 + 480.0
English Premier League,2024-02-17T15:00Z,Tottenham Hotspur,Wolverhampton Wanderers,Wolverhampton Wanderers,1.0,2.0,1.0 - 2.0,Tottenham Hotspur Stadium,61532,5400.0 + 360.0
English Premier League,2024-02-10T15:00Z,Tottenham Hotspur,Brighton & Hove Albion,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61445,5400.0 + 540.0
English Premier League,2024-02-03T12:30Z,Everton,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Goodison Park,39321,5400.0 + 600.0
English Premier League,2024-01-31T19:30Z,Tottenham Hotspur,Brentford,Tottenham Hotspur,3.0,2.0,3.0 - 2.0,Tottenham Hotspur Stadium,61210,5400.0 + 540.0
English Premier League,2024-01-14T16:30Z,Manchester United,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Old Trafford,73489,5400.0 + 360.0
English Premier League,2023-12-31T14:00Z,Tottenham Hotspur,AFC Bournemouth,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61780,5400.0 + 720.0
English Premier League,2023-12-28T19:30Z,Brighton & Hove Albion,Tottenham Hotspur,Brighton & Hove Albion,4.0,2.0,4.0 - 2.0,American Express Stadium,31675,5400.0 + 660.0
English Premier League,2023-12-23T15:00Z,Tottenham Hotspur,Everton,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61808,5400.0 + 420.0
English Premier League,2023-12-15T20:00Z,Nottingham Forest,Tottenham Hotspur,Tottenham Hotspur,0.0,2.0,0.0 - 2.0,The City Ground,29296,5400.0 + 540.0
English Premier League,2023-12-10T16:30Z,Tottenham Hotspur,Newcastle United,Tottenham Hotspur,4.0,1.0,4.0 - 1.0,Tottenham Hotspur Stadium,61171,5400.0 + 360.0
English Premier League,2023-12-07T20:15Z,Tottenham Hotspur,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Tottenham Hotspur Stadium,60733,5400.0 + 360.0
English Premier League,2023-12-03T16:30Z,Manchester City,Tottenham Hotspur,Draw,3.0,3.0,3.0 - 3.0,Etihad Stadium,53473,5400.0 + 480.0
English Premier League,2023-11-26T14:00Z,Tottenham Hotspur,Aston Villa,Aston Villa,1.0,2.0,1.0 - 2.0,Tottenham Hotspur Stadium,61679,5400.0 + 480.0
English Premier League,2023-11-11T12:30Z,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,2.0,1.0,2.0 - 1.0,Molineux Stadium,31642,5400.0 + 540.0
English Premier League,2023-11-06T20:00Z,Tottenham Hotspur,Chelsea,Chelsea,1.0,4.0,1.0 - 4.0,Tottenham Hotspur Stadium,61726,5400.0 + 600.0
English Premier League,2023-10-27T19:00Z,Crystal Palace,Tottenham Hotspur,Tottenham Hotspur,1.0,2.0,1.0 - 2.0,Selhurst Park,25074,5400.0 + 780.0
English Premier League,2023-10-23T19:00Z,Tottenham Hotspur,Fulham,Tottenham Hotspur,2.0,0.0,2.0 - 0.0,Tottenham Hotspur Stadium,61286,5400.0 + 480.0
English Premier League,2023-10-07T11:30Z,Luton Town,Tottenham Hotspur,Tottenham Hotspur,0.0,1.0,0.0 - 1.0,Kenilworth Road,10929,5400.0 + 420.0
English Premier League,2023-09-30T16:30Z,Tottenham Hotspur,Liverpool,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,62001,5400.0 + 480.0
English Premier League,2023-09-24T13:00Z,Arsenal,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Emirates Stadium,60156,5400.0 + 660.0
English Premier League,2023-09-16T14:00Z,Tottenham Hotspur,Sheffield United,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61706,5400.0 + 960.0
English Premier League,2023-09-02T14:00Z,Burnley,Tottenham Hotspur,Tottenham Hotspur,2.0,5.0,2.0 - 5.0,Turf Moor,21750,5400.0 + 480.0
English Premier League,2023-08-26T11:30Z,AFC Bournemouth,Tottenham Hotspur,Tottenham Hotspur,0.0,2.0,0.0 - 2.0,Vitality Stadium,10567,5400.0 + 540.0
English Premier League,2023-08-19T16:30Z,Tottenham Hotspur,Manchester United,Tottenham Hotspur,2.0,0.0,2.0 - 0.0,Tottenham Hotspur Stadium,61910,5400.0 + 600.0
English Premier League,2023-08-13T13:00Z,Brentford,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Gtech Community Stadium,17066,5400.0 + 300.0
English Premier League,2024-05-04T14:00Z,Sheffield United,Nottingham Forest,Nottingham Forest,1.0,3.0,1.0 - 3.0,Bramall Lane,28516,5400.0 + 360.0
English Premier League,2024-04-28T15:30Z,Nottingham Forest,Manchester City,Manchester City,0.0,2.0,0.0 - 2.0,The City Ground,29677,5400.0 + 360.0
English Premier League,2024-04-21T12:30Z,Everton,Nottingham Forest,Everton,2.0,0.0,2.0 - 0.0,Goodison Park,39239,5400.0 + 1080.0
English Premier League,2024-04-13T14:00Z,Nottingham Forest,Wolverhampton Wanderers,Draw,2.0,2.0,2.0 - 2.0,The City Ground,29604,5400.0 + 420.0
English Premier League,2024-04-07T17:00Z,Tottenham Hotspur,Nottingham Forest,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61098,5400.0 + 420.0
English Premier League,2024-04-02T18:30Z,Nottingham Forest,Fulham,Nottingham Forest,3.0,1.0,3.0 - 1.0,The City Ground,28997,5400.0 + 360.0
English Premier League,2024-03-30T15:00Z,Nottingham Forest,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,The City Ground,29520,5400.0 + 420.0
English Premier League,2024-03-16T15:00Z,Luton Town,Nottingham Forest,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11630,5400.0 + 540.0
English Premier League,2024-03-10T14:00Z,Brighton & Hove Albion,Nottingham Forest,Brighton & Hove Albion,1.0,0.0,1.0 - 0.0,American Express Stadium,31505,5400.0 + 480.0
English Premier League,2024-03-02T15:00Z,Nottingham Forest,Liverpool,Liverpool,0.0,1.0,0.0 - 1.0,The City Ground,29603,5400.0 + 660.0
English Premier League,2024-02-24T15:00Z,Aston Villa,Nottingham Forest,Aston Villa,4.0,2.0,4.0 - 2.0,Villa Park,42422,5400.0 + 300.0
English Premier League,2024-02-17T15:00Z,Nottingham Forest,West Ham United,Nottingham Forest,2.0,0.0,2.0 - 0.0,The City Ground,29490,5400.0 + 420.0
English Premier League,2024-02-10T17:30Z,Nottingham Forest,Newcastle United,Newcastle United,2.0,3.0,2.0 - 3.0,The City Ground,29451,5400.0 + 420.0
English Premier League,2024-02-04T14:00Z,AFC Bournemouth,Nottingham Forest,Draw,1.0,1.0,1.0 - 1.0,Vitality Stadium,11200,5400.0 + 480.0
English Premier League,2024-01-30T19:30Z,Nottingham Forest,Arsenal,Arsenal,1.0,2.0,1.0 - 2.0,The City Ground,29387,5400.0 + 480.0
English Premier League,2024-01-20T17:30Z,Brentford,Nottingham Forest,Brentford,3.0,2.0,3.0 - 2.0,Gtech Community Stadium,17077,5400.0 + 660.0
English Premier League,2023-12-30T17:30Z,Nottingham Forest,Manchester United,Nottingham Forest,2.0,1.0,2.0 - 1.0,The City Ground,29529,5400.0 + 660.0
English Premier League,2023-12-26T12:30Z,Newcastle United,Nottingham Forest,Nottingham Forest,1.0,3.0,1.0 - 3.0,St. James' Park,52207,5400.0 + 420.0
English Premier League,2023-12-23T15:00Z,Nottingham Forest,AFC Bournemouth,AFC Bournemouth,2.0,3.0,2.0 - 3.0,The City Ground,29188,5400.0 + 600.0
English Premier League,2023-12-15T20:00Z,Nottingham Forest,Tottenham Hotspur,Tottenham Hotspur,0.0,2.0,0.0 - 2.0,The City Ground,29296,5400.0 + 540.0
English Premier League,2023-12-09T15:00Z,Wolverhampton Wanderers,Nottingham Forest,Draw,1.0,1.0,1.0 - 1.0,Molineux Stadium,31543,5400.0 + 300.0
English Premier League,2023-12-06T19:30Z,Fulham,Nottingham Forest,Fulham,5.0,0.0,5.0 - 0.0,Craven Cottage,24105,5400.0 + 360.0
English Premier League,2023-12-02T17:30Z,Nottingham Forest,Everton,Everton,0.0,1.0,0.0 - 1.0,The City Ground,29404,5400.0 + 240.0
English Premier League,2023-11-25T15:00Z,Nottingham Forest,Brighton & Hove Albion,Brighton & Hove Albion,2.0,3.0,2.0 - 3.0,The City Ground,29404,5400.0 + 660.0
English Premier League,2023-11-12T14:00Z,West Ham United,Nottingham Forest,West Ham United,3.0,2.0,3.0 - 2.0,London Stadium,62470,5400.0 + 540.0
English Premier League,2023-11-05T14:00Z,Nottingham Forest,Aston Villa,Nottingham Forest,2.0,0.0,2.0 - 0.0,The City Ground,29313,5400.0 + 420.0
English Premier League,2023-10-29T14:00Z,Liverpool,Nottingham Forest,Liverpool,3.0,0.0,3.0 - 0.0,Anfield,50143,5400.0 + 300.0
English Premier League,2023-10-21T14:00Z,Nottingham Forest,Luton Town,Draw,2.0,2.0,2.0 - 2.0,The City Ground,29361,5400.0 + 540.0
English Premier League,2023-10-07T16:30Z,Crystal Palace,Nottingham Forest,Draw,0.0,0.0,0.0 - 0.0,Selhurst Park,25017,5400.0 + 360.0
English Premier League,2023-10-01T13:00Z,Nottingham Forest,Brentford,Draw,1.0,1.0,1.0 - 1.0,The City Ground,29004,5400.0 + 840.0
English Premier League,2023-09-23T14:00Z,Manchester City,Nottingham Forest,Manchester City,2.0,0.0,2.0 - 0.0,Etihad Stadium,53413,5400.0 + 480.0
English Premier League,2023-09-18T18:45Z,Nottingham Forest,Burnley,Draw,1.0,1.0,1.0 - 1.0,The City Ground,28958,5400.0 + 600.0
English Premier League,2023-09-02T14:00Z,Chelsea,Nottingham Forest,Nottingham Forest,0.0,1.0,0.0 - 1.0,Stamford Bridge,39820,5400.0 + 540.0
English Premier League,2023-08-26T14:00Z,Manchester United,Nottingham Forest,Manchester United,3.0,2.0,3.0 - 2.0,Old Trafford,73595,5400.0 + 840.0
English Premier League,2023-08-18T18:45Z,Nottingham Forest,Sheffield United,Nottingham Forest,2.0,1.0,2.0 - 1.0,The City Ground,29432,5400.0 + 540.0
English Premier League,2023-08-12T12:00Z,Arsenal,Nottingham Forest,Arsenal,2.0,1.0,2.0 - 1.0,Emirates Stadium,59984,5400.0 + 540.0
English Premier League,2024-05-04T11:30Z,Arsenal,AFC Bournemouth,Arsenal,3.0,0.0,3.0 - 0.0,Emirates Stadium,60348,5400.0 + 540.0
English Premier League,2024-04-28T13:00Z,AFC Bournemouth,Brighton & Hove Albion,AFC Bournemouth,3.0,0.0,3.0 - 0.0,Vitality Stadium,11188,5400.0 + 480.0
English Premier League,2024-04-24T18:45Z,Wolverhampton Wanderers,AFC Bournemouth,AFC Bournemouth,0.0,1.0,0.0 - 1.0,Molineux Stadium,25541,5400.0 + 780.0
English Premier League,2024-04-21T14:00Z,Aston Villa,AFC Bournemouth,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,42189,5400.0 + 360.0
English Premier League,2024-04-13T16:30Z,AFC Bournemouth,Manchester United,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11229,5400.0 + 600.0
English Premier League,2024-04-06T14:00Z,Luton Town,AFC Bournemouth,Luton Town,2.0,1.0,2.0 - 1.0,Kenilworth Road,11797,5400.0 + 420.0
English Premier League,2024-04-02T18:45Z,AFC Bournemouth,Crystal Palace,AFC Bournemouth,1.0,0.0,1.0 - 0.0,Vitality Stadium,11207,5400.0 + 360.0
English Premier League,2024-03-30T15:00Z,AFC Bournemouth,Everton,AFC Bournemouth,2.0,1.0,2.0 - 1.0,Vitality Stadium,11207,5400.0 + 480.0
English Premier League,2024-03-13T19:30Z,AFC Bournemouth,Luton Town,AFC Bournemouth,4.0,3.0,4.0 - 3.0,Vitality Stadium,11198,5400.0 + 660.0
English Premier League,2024-03-09T15:00Z,AFC Bournemouth,Sheffield United,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11074,5400.0 + 540.0
English Premier League,2024-03-03T13:00Z,Burnley,AFC Bournemouth,AFC Bournemouth,0.0,2.0,0.0 - 2.0,Turf Moor,19713,5400.0 + 420.0
English Premier League,2024-02-24T17:30Z,AFC Bournemouth,Manchester City,Manchester City,0.0,1.0,0.0 - 1.0,Vitality Stadium,11184,5400.0 + 480.0
English Premier League,2024-02-17T15:00Z,Newcastle United,AFC Bournemouth,Draw,2.0,2.0,2.0 - 2.0,St. James' Park,52224,5400.0 + 660.0
English Premier League,2024-02-10T15:00Z,Fulham,AFC Bournemouth,Fulham,3.0,1.0,3.0 - 1.0,Craven Cottage,24271,5400.0 + 480.0
English Premier League,2024-02-04T14:00Z,AFC Bournemouth,Nottingham Forest,Draw,1.0,1.0,1.0 - 1.0,Vitality Stadium,11200,5400.0 + 480.0
English Premier League,2024-02-01T19:30Z,West Ham United,AFC Bournemouth,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62451,5400.0 + 540.0
English Premier League,2024-01-21T16:30Z,AFC Bournemouth,Liverpool,Liverpool,0.0,4.0,0.0 - 4.0,Vitality Stadium,11228,5400.0 + 540.0
English Premier League,2023-12-31T14:00Z,Tottenham Hotspur,AFC Bournemouth,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61780,5400.0 + 720.0
English Premier League,2023-12-26T15:00Z,AFC Bournemouth,Fulham,AFC Bournemouth,3.0,0.0,3.0 - 0.0,Vitality Stadium,11099,5400.0 + 420.0
English Premier League,2023-12-23T15:00Z,Nottingham Forest,AFC Bournemouth,AFC Bournemouth,2.0,3.0,2.0 - 3.0,The City Ground,29188,5400.0 + 600.0
English Premier League,2023-12-09T15:00Z,Manchester United,AFC Bournemouth,AFC Bournemouth,0.0,3.0,0.0 - 3.0,Old Trafford,73427,5400.0 + 420.0
English Premier League,2023-12-06T19:30Z,Crystal Palace,AFC Bournemouth,AFC Bournemouth,0.0,2.0,0.0 - 2.0,Selhurst Park,25078,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,AFC Bournemouth,Aston Villa,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11191,5400.0 + 360.0
English Premier League,2023-11-25T15:00Z,Sheffield United,AFC Bournemouth,AFC Bournemouth,1.0,3.0,1.0 - 3.0,Bramall Lane,30208,5400.0 + 480.0
English Premier League,2023-11-11T17:30Z,AFC Bournemouth,Newcastle United,AFC Bournemouth,2.0,0.0,2.0 - 0.0,Vitality Stadium,11201,5400.0 + 480.0
English Premier League,2023-11-04T15:00Z,Manchester City,AFC Bournemouth,Manchester City,6.0,1.0,6.0 - 1.0,Etihad Stadium,53358,5400.0 + 480.0
English Premier League,2023-10-28T14:00Z,AFC Bournemouth,Burnley,AFC Bournemouth,2.0,1.0,2.0 - 1.0,Vitality Stadium,11152,5400.0 + 720.0
English Premier League,2023-10-21T14:00Z,AFC Bournemouth,Wolverhampton Wanderers,Wolverhampton Wanderers,1.0,2.0,1.0 - 2.0,Vitality Stadium,11175,5400.0 + 420.0
English Premier League,2023-10-07T14:00Z,Everton,AFC Bournemouth,Everton,3.0,0.0,3.0 - 0.0,Goodison Park,38815,5400.0 + 300.0
English Premier League,2023-09-30T14:00Z,AFC Bournemouth,Arsenal,Arsenal,0.0,4.0,0.0 - 4.0,Vitality Stadium,11193,5400.0 + 480.0
English Premier League,2023-09-24T13:00Z,Brighton & Hove Albion,AFC Bournemouth,Brighton & Hove Albion,3.0,1.0,3.0 - 1.0,American Express Stadium,31617,5400.0 + 420.0
English Premier League,2023-09-17T13:00Z,AFC Bournemouth,Chelsea,Draw,0.0,0.0,0.0 - 0.0,Vitality Stadium,10421,5400.0 + 540.0
English Premier League,2023-09-02T14:00Z,Brentford,AFC Bournemouth,Draw,2.0,2.0,2.0 - 2.0,Gtech Community Stadium,16973,5400.0 + 420.0
English Premier League,2023-08-26T11:30Z,AFC Bournemouth,Tottenham Hotspur,Tottenham Hotspur,0.0,2.0,0.0 - 2.0,Vitality Stadium,10567,5400.0 + 540.0
English Premier League,2023-08-19T14:00Z,Liverpool,AFC Bournemouth,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,49699,5400.0 + 420.0
English Premier League,2023-08-12T14:00Z,AFC Bournemouth,West Ham United,Draw,1.0,1.0,1.0 - 1.0,Vitality Stadium,0,5400.0 + 420.0
English Premier League,2024-05-04T14:00Z,Sheffield United,Nottingham Forest,Nottingham Forest,1.0,3.0,1.0 - 3.0,Bramall Lane,28516,5400.0 + 360.0
English Premier League,2024-04-27T14:00Z,Newcastle United,Sheffield United,Newcastle United,5.0,1.0,5.0 - 1.0,St. James' Park,52196,5400.0 + 480.0
English Premier League,2024-04-24T19:00Z,Manchester United,Sheffield United,Manchester United,4.0,2.0,4.0 - 2.0,Old Trafford,73549,5400.0 + 600.0
English Premier League,2024-04-20T14:00Z,Sheffield United,Burnley,Burnley,1.0,4.0,1.0 - 4.0,Bramall Lane,28964,5400.0 + 540.0
English Premier League,2024-04-13T14:00Z,Brentford,Sheffield United,Brentford,2.0,0.0,2.0 - 0.0,Gtech Community Stadium,17115,5400.0 + 540.0
English Premier League,2024-04-07T16:30Z,Sheffield United,Chelsea,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,28638,5400.0 + 540.0
English Premier League,2024-04-04T18:30Z,Liverpool,Sheffield United,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,60055,5400.0 + 480.0
English Premier League,2024-03-30T15:00Z,Sheffield United,Fulham,Draw,3.0,3.0,3.0 - 3.0,Bramall Lane,30010,5400.0 + 960.0
English Premier League,2024-03-09T15:00Z,AFC Bournemouth,Sheffield United,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11074,5400.0 + 540.0
English Premier League,2024-03-04T20:00Z,Sheffield United,Arsenal,Arsenal,0.0,6.0,0.0 - 6.0,Bramall Lane,29980,5400.0 + 360.0
English Premier League,2024-02-25T13:30Z,Wolverhampton Wanderers,Sheffield United,Wolverhampton Wanderers,1.0,0.0,1.0 - 0.0,Molineux Stadium,30789,5400.0 + 360.0
English Premier League,2024-02-18T14:00Z,Sheffield United,Brighton & Hove Albion,Brighton & Hove Albion,0.0,5.0,0.0 - 5.0,Bramall Lane,29522,5400.0 + 300.0
English Premier League,2024-02-10T15:00Z,Luton Town,Sheffield United,Sheffield United,1.0,3.0,1.0 - 3.0,Kenilworth Road,11138,5400.0 + 600.0
English Premier League,2024-02-03T17:30Z,Sheffield United,Aston Villa,Aston Villa,0.0,5.0,0.0 - 5.0,Bramall Lane,0,5400.0 + 540.0
English Premier League,2024-01-30T20:00Z,Crystal Palace,Sheffield United,Crystal Palace,3.0,2.0,3.0 - 2.0,Selhurst Park,0,5400.0 + 780.0
English Premier League,2024-01-21T14:00Z,Sheffield United,West Ham United,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,29164,5400.0 + 840.0
English Premier League,2023-12-30T15:00Z,Manchester City,Sheffield United,Manchester City,2.0,0.0,2.0 - 0.0,Etihad Stadium,53108,5400.0 + 180.0
English Premier League,2023-12-26T15:00Z,Sheffield United,Luton Town,Luton Town,2.0,3.0,2.0 - 3.0,Bramall Lane,31041,5400.0 + 600.0
English Premier League,2023-12-22T20:00Z,Aston Villa,Sheffield United,Draw,1.0,1.0,1.0 - 1.0,Villa Park,41651,5400.0 + 660.0
English Premier League,2023-12-16T15:00Z,Chelsea,Sheffield United,Chelsea,2.0,0.0,2.0 - 0.0,Stamford Bridge,39599,5400.0 + 420.0
English Premier League,2023-12-09T15:00Z,Sheffield United,Brentford,Sheffield United,1.0,0.0,1.0 - 0.0,Bramall Lane,28509,5400.0 + 360.0
English Premier League,2023-12-06T19:30Z,Sheffield United,Liverpool,Liverpool,0.0,2.0,0.0 - 2.0,Bramall Lane,31406,5400.0 + 480.0
English Premier League,2023-12-02T15:00Z,Burnley,Sheffield United,Burnley,5.0,0.0,5.0 - 0.0,Turf Moor,20891,5400.0 + 300.0
English Premier League,2023-11-25T15:00Z,Sheffield United,AFC Bournemouth,AFC Bournemouth,1.0,3.0,1.0 - 3.0,Bramall Lane,30208,5400.0 + 480.0
English Premier League,2023-11-12T14:00Z,Brighton & Hove Albion,Sheffield United,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31367,5400.0 + 420.0
